date,Kp,Ap,F10.7
1960-04-20,37,2,175.0
1960-04-21,60,3,163.0
1960-04-22,107,5,160.0
1960-04-23,190,15,166.0
1960-04-24,427,66,165.0
1960-04-25,420,57,147.0
1960-04-26,257,18,143.0
1960-04-27,253,31,140.0
1960-04-28,470,84,142.0
1960-04-29,410,55,153.0
1960-04-30,573,174,161.0
1960-05-01,373,49,152.0
1960-05-02,237,15,160.0
1960-05-03,160,8,158.0
1960-05-04,103,5,156.0
1960-05-05,183,10,152.0
1960-05-06,393,60,156.0
1960-05-07,413,55,162.0
1960-05-08,530,128,168.0
1960-05-09,237,16,170.0
1960-05-10,207,12,170.0
1960-05-11,347,42,180.0
1960-05-12,260,20,179.0
1960-05-13,203,11,170.0
1960-05-14,210,13,162.0
1960-05-15,163,10,162.0
1960-05-16,307,42,155.0
1960-05-17,213,14,151.0
1960-05-18,120,6,153.0
1960-05-19,113,5,153.0
1960-05-20,70,4,160.0
1960-05-21,113,6,164.0
1960-05-22,97,5,164.0
1960-05-23,250,26,163.0
1960-05-24,330,31,164.0
1960-05-25,267,19,163.0
1960-05-26,267,19,158.0
1960-05-27,217,16,166.0
1960-05-28,200,18,171.0
1960-05-29,387,54,170.0
1960-05-30,247,18,170.0
1960-05-31,217,13,159.0
1960-06-01,283,28,166.0
1960-06-02,110,5,167.0
1960-06-03,133,8,167.0
1960-06-04,400,52,172.0
1960-06-05,343,34,170.0
1960-06-06,290,25,175.0
1960-06-07,233,15,185.0
1960-06-08,297,24,185.0
1960-06-09,257,19,181.0
1960-06-10,127,6,178.0
1960-06-11,97,5,171.0
1960-06-12,110,5,167.0
1960-06-13,130,6,162.0
1960-06-14,207,14,166.0
1960-06-15,193,11,166.0
1960-06-16,113,6,157.0
1960-06-17,133,7,153.0
1960-06-18,227,14,139.0
1960-06-19,250,16,140.0
1960-06-20,163,8,133.0
1960-06-21,247,16,131.0
1960-06-22,210,13,130.0
1960-06-23,197,11,136.0
1960-06-24,217,13,132.0
1960-06-25,290,26,140.0
1960-06-26,273,22,155.0
1960-06-27,420,65,164.0
1960-06-28,353,36,184.0
1960-06-29,320,36,190.0
1960-06-30,380,55,194.0
1960-07-01,303,26,208.0
1960-07-02,233,16,207.0
1960-07-03,223,13,210.0
1960-07-04,277,20,212.0
1960-07-05,247,16,209.0
1960-07-06,203,12,200.0
1960-07-07,97,5,187.0
1960-07-08,63,3,176.0
1960-07-09,77,4,176.0
1960-07-10,170,8,166.0
1960-07-11,193,10,153.0
1960-07-12,190,10,142.0
1960-07-13,217,12,135.0
1960-07-14,333,40,139.0
1960-07-15,447,93,146.0
1960-07-16,440,77,144.0
1960-07-17,283,24,153.0
1960-07-18,223,14,159.0
1960-07-19,317,35,156.0
1960-07-20,300,26,152.0
1960-07-21,183,10,153.0
1960-07-22,193,10,148.0
1960-07-23,143,9,151.0
1960-07-24,190,10,159.0
1960-07-25,70,4,148.0
1960-07-26,150,8,149.0
1960-07-27,117,6,150.0
1960-07-28,123,6,149.0
1960-07-29,320,29,154.0
1960-07-30,307,29,146.0
1960-07-31,350,37,145.0
1960-08-01,217,14,140.0
1960-08-02,253,18,134.0
1960-08-03,147,7,125.0
1960-08-04,133,7,122.0
1960-08-05,60,3,126.0
1960-08-06,140,7,127.0
1960-08-07,140,7,134.0
1960-08-08,230,16,145.0
1960-08-09,267,22,152.0
1960-08-10,223,14,170.0
1960-08-11,287,23,187.0
1960-08-12,283,24,214.0
1960-08-13,160,8,234.0
1960-08-14,213,14,238.0
1960-08-15,157,8,240.0
1960-08-16,303,52,241.0
1960-08-17,507,106,247.0
1960-08-18,223,16,250.0
1960-08-19,250,21,234.0
1960-08-20,283,26,219.0
1960-08-21,320,28,201.0
1960-08-22,210,14,189.0
1960-08-23,150,7,171.0
1960-08-24,117,6,162.0
1960-08-25,63,3,158.0
1960-08-26,73,4,162.0
1960-08-27,240,16,150.0
1960-08-28,193,14,140.0
1960-08-29,373,45,129.0
1960-08-30,380,58,129.0
1960-08-31,233,16,132.0
1960-09-01,50,3,137.0
1960-09-02,230,20,152.0
1960-09-03,307,35,149.0
1960-09-04,483,95,142.0
1960-09-05,523,118,142.0
1960-09-06,287,28,149.0
1960-09-07,303,27,162.0
1960-09-08,253,19,170.0
1960-09-09,240,16,173.0
1960-09-10,223,13,175.0
1960-09-11,223,15,175.0
1960-09-12,190,11,177.0
1960-09-13,263,21,181.0
1960-09-14,170,13,181.0
1960-09-15,87,4,178.0
1960-09-16,70,4,177.0
1960-09-17,143,8,185.0
1960-09-18,213,16,190.0
1960-09-19,83,4,199.0
1960-09-20,93,5,195.0
1960-09-21,157,8,189.0
1960-09-22,180,10,184.0
1960-09-23,213,14,175.0
1960-09-24,293,27,162.0
1960-09-25,93,5,155.0
1960-09-26,167,10,148.0
1960-09-27,217,17,142.0
1960-09-28,127,7,132.0
1960-09-29,200,14,124.0
1960-09-30,323,28,121.0
1960-10-01,397,48,115.0
1960-10-02,393,49,112.0
1960-10-03,220,15,120.0
1960-10-04,283,36,132.0
1960-10-05,327,34,132.0
1960-10-06,627,203,132.0
1960-10-07,590,186,144.0
1960-10-08,337,33,143.0
1960-10-09,360,38,151.0
1960-10-10,157,10,159.0
1960-10-11,237,17,152.0
1960-10-12,113,6,159.0
1960-10-13,83,4,162.0
1960-10-14,53,3,166.0
1960-10-15,240,17,165.0
1960-10-16,123,6,165.0
1960-10-17,140,7,167.0
1960-10-18,310,27,154.0
1960-10-19,190,10,153.0
1960-10-20,183,10,149.0
1960-10-21,143,8,144.0
1960-10-22,37,2,141.0
1960-10-23,57,3,134.0
1960-10-24,200,21,129.0
1960-10-25,423,76,130.0
1960-10-26,430,63,132.0
1960-10-27,363,38,132.0
1960-10-28,383,45,122.0
1960-10-29,367,40,131.0
1960-10-30,347,34,128.0
1960-10-31,323,29,127.0
1960-11-01,207,12,124.0
1960-11-02,237,16,129.0
1960-11-03,253,18,130.0
1960-11-04,407,52,131.0
1960-11-05,163,11,144.0
1960-11-06,120,6,148.0
1960-11-07,110,6,157.0
1960-11-08,67,3,168.0
1960-11-09,110,5,175.0
1960-11-10,117,6,200.0
1960-11-11,250,18,188.0
1960-11-12,333,67,168.0
1960-11-13,667,280,180.0
1960-11-14,373,49,192.0
1960-11-15,423,69,183.0
1960-11-16,450,94,174.0
1960-11-17,260,18,164.0
1960-11-18,93,5,153.0
1960-11-19,113,6,150.0
1960-11-20,177,9,147.0
1960-11-21,363,45,139.0
1960-11-22,310,30,127.0
1960-11-23,180,10,116.0
1960-11-24,223,16,113.0
1960-11-25,370,39,111.0
1960-11-26,247,17,117.0
1960-11-27,277,21,119.0
1960-11-28,247,21,117.0
1960-11-29,173,9,119.0
1960-11-30,207,17,131.0
1960-12-01,490,93,136.0
1960-12-02,307,26,145.0
1960-12-03,153,9,152.0
1960-12-04,117,6,163.0
1960-12-05,180,10,159.0
1960-12-06,263,21,161.0
1960-12-07,270,25,152.0
1960-12-08,247,22,154.0
1960-12-09,273,20,150.0
1960-12-10,183,10,151.0
1960-12-11,173,9,144.0
1960-12-12,253,18,140.0
1960-12-13,200,14,136.0
1960-12-14,117,6,132.0
1960-12-15,357,43,138.0
1960-12-16,303,33,134.0
1960-12-17,143,7,125.0
1960-12-18,303,26,118.0
1960-12-19,257,17,115.0
1960-12-20,293,24,118.0
1960-12-21,290,25,116.0
1960-12-22,273,20,106.0
1960-12-23,227,14,103.0
1960-12-24,230,15,106.0
1960-12-25,160,9,111.0
1960-12-26,233,16,116.0
1960-12-27,383,50,125.0
1960-12-28,280,23,136.0
1960-12-29,260,19,145.0
1960-12-30,247,17,159.0
1960-12-31,237,15,163.0
1961-01-01,133,7,164.0
1961-01-02,77,4,176.0
1961-01-03,100,5,175.0
1961-01-04,57,3,165.0
1961-01-05,80,4,160.0
1961-01-06,117,6,143.0
1961-01-07,157,8,132.0
1961-01-08,290,22,125.0
1961-01-09,327,30,122.0
1961-01-10,103,5,115.0
1961-01-11,20,1,110.0
1961-01-12,107,5,103.0
1961-01-13,173,9,96.0
1961-01-14,90,5,96.0
1961-01-15,230,19,97.0
1961-01-16,180,12,100.0
1961-01-17,163,8,102.0
1961-01-18,243,17,103.0
1961-01-19,273,26,102.0
1961-01-20,353,41,102.0
1961-01-21,240,18,104.0
1961-01-22,267,21,102.0
1961-01-23,133,6,100.0
1961-01-24,260,18,103.0
1961-01-25,253,18,103.0
1961-01-26,207,12,108.0
1961-01-27,157,8,109.0
1961-01-28,203,12,125.0
1961-01-29,177,9,132.0
1961-01-30,83,4,129.0
1961-01-31,67,4,123.0
1961-02-01,60,3,123.0
1961-02-02,23,2,122.0
1961-02-03,183,13,118.0
1961-02-04,297,43,118.0
1961-02-05,260,29,118.0
1961-02-06,277,23,121.0
1961-02-07,197,11,114.0
1961-02-08,177,9,111.0
1961-02-09,143,7,108.0
1961-02-10,70,4,104.0
1961-02-11,153,9,101.0
1961-02-12,37,2,98.0
1961-02-13,263,23,97.0
1961-02-14,140,8,97.0
1961-02-15,133,7,98.0
1961-02-16,303,27,96.0
1961-02-17,277,29,96.0
1961-02-18,383,51,96.0
1961-02-19,257,18,96.0
1961-02-20,327,30,99.0
1961-02-21,293,23,100.0
1961-02-22,257,18,102.0
1961-02-23,197,11,103.0
1961-02-24,137,10,104.0
1961-02-25,67,3,106.0
1961-02-26,73,4,101.0
1961-02-27,153,9,103.0
1961-02-28,207,12,103.0
1961-03-01,153,8,103.0
1961-03-02,143,8,103.0
1961-03-03,90,5,104.0
1961-03-04,53,3,96.0
1961-03-05,163,14,94.0
1961-03-06,283,37,93.0
1961-03-07,67,3,95.0
1961-03-08,100,5,94.0
1961-03-09,213,13,90.0
1961-03-10,330,46,91.0
1961-03-11,123,6,98.0
1961-03-12,123,7,92.0
1961-03-13,180,10,93.0
1961-03-14,307,26,91.0
1961-03-15,283,24,98.0
1961-03-16,237,20,99.0
1961-03-17,200,14,98.0
1961-03-18,183,12,101.0
1961-03-19,343,38,102.0
1961-03-20,253,17,105.0
1961-03-21,183,11,105.0
1961-03-22,190,13,106.0
1961-03-23,177,10,110.0
1961-03-24,163,8,116.0
1961-03-25,93,5,118.0
1961-03-26,167,9,121.0
1961-03-27,240,22,125.0
1961-03-28,237,17,126.0
1961-03-29,120,6,126.0
1961-03-30,163,10,125.0
1961-03-31,117,6,117.0
1961-04-01,237,17,113.0
1961-04-02,227,14,105.0
1961-04-03,287,27,101.0
1961-04-04,100,6,103.0
1961-04-05,100,5,107.0
1961-04-06,143,9,106.0
1961-04-07,133,8,98.0
1961-04-08,117,6,104.0
1961-04-09,257,24,96.0
1961-04-10,267,18,93.0
1961-04-11,290,26,92.0
1961-04-12,190,10,89.0
1961-04-13,207,15,88.0
1961-04-14,360,54,93.0
1961-04-15,377,61,98.0
1961-04-16,223,13,103.0
1961-04-17,93,4,105.0
1961-04-18,107,5,107.0
1961-04-19,153,7,105.0
1961-04-20,130,7,103.0
1961-04-21,47,2,104.0
1961-04-22,143,8,103.0
1961-04-23,163,8,105.0
1961-04-24,197,11,111.0
1961-04-25,143,8,111.0
1961-04-26,213,14,126.0
1961-04-27,207,12,120.0
1961-04-28,137,7,114.0
1961-04-29,103,5,121.0
1961-04-30,177,9,122.0
1961-05-01,220,15,125.0
1961-05-02,200,19,119.0
1961-05-03,67,4,111.0
1961-05-04,120,8,104.0
1961-05-05,260,20,103.0
1961-05-06,313,30,97.0
1961-05-07,273,20,97.0
1961-05-08,203,11,94.0
1961-05-09,217,15,96.0
1961-05-10,150,8,92.0
1961-05-11,270,19,98.0
1961-05-12,240,15,101.0
1961-05-13,263,22,97.0
1961-05-14,167,10,93.0
1961-05-15,80,4,91.0
1961-05-16,310,28,88.0
1961-05-17,147,8,88.0
1961-05-18,53,3,95.0
1961-05-19,167,8,100.0
1961-05-20,207,13,105.0
1961-05-21,110,5,110.0
1961-05-22,193,11,109.0
1961-05-23,223,14,110.0
1961-05-24,153,8,108.0
1961-05-25,330,34,106.0
1961-05-26,133,7,88.0
1961-05-27,117,6,95.0
1961-05-28,170,10,91.0
1961-05-29,87,5,91.0
1961-05-30,167,9,88.0
1961-05-31,293,22,88.0
1961-06-01,310,30,86.0
1961-06-02,297,28,88.0
1961-06-03,170,10,92.0
1961-06-04,153,8,89.0
1961-06-05,170,9,86.0
1961-06-06,220,17,88.0
1961-06-07,287,24,89.0
1961-06-08,250,16,91.0
1961-06-09,133,6,100.0
1961-06-10,80,4,102.0
1961-06-11,40,2,110.0
1961-06-12,143,8,108.0
1961-06-13,60,3,114.0
1961-06-14,73,4,123.0
1961-06-15,197,11,129.0
1961-06-16,183,10,132.0
1961-06-17,117,6,137.0
1961-06-18,217,14,136.0
1961-06-19,143,7,131.0
1961-06-20,177,10,131.0
1961-06-21,417,58,132.0
1961-06-22,417,58,134.0
1961-06-23,157,9,135.0
1961-06-24,120,6,117.0
1961-06-25,170,9,111.0
1961-06-26,107,6,108.0
1961-06-27,127,7,99.0
1961-06-28,90,4,95.0
1961-06-29,260,25,102.0
1961-06-30,77,4,103.0
1961-07-01,170,10,104.0
1961-07-02,203,12,99.0
1961-07-03,230,16,104.0
1961-07-04,217,16,103.0
1961-07-05,370,45,106.0
1961-07-06,237,16,102.0
1961-07-07,213,14,105.0
1961-07-08,183,10,107.0
1961-07-09,160,9,112.0
1961-07-10,227,14,124.0
1961-07-11,167,9,138.0
1961-07-12,93,5,137.0
1961-07-13,387,102,141.0
1961-07-14,470,98,136.0
1961-07-15,297,25,136.0
1961-07-16,277,23,132.0
1961-07-17,310,36,137.0
1961-07-18,490,93,131.0
1961-07-19,173,18,126.0
1961-07-20,243,19,123.0
1961-07-21,330,35,118.0
1961-07-22,190,12,119.0
1961-07-23,223,17,118.0
1961-07-24,213,13,118.0
1961-07-25,220,14,117.0
1961-07-26,247,23,115.0
1961-07-27,500,114,111.0
1961-07-28,257,18,105.0
1961-07-29,160,8,103.0
1961-07-30,153,8,92.0
1961-07-31,130,6,91.0
1961-08-01,150,8,90.0
1961-08-02,360,42,87.0
1961-08-03,263,18,91.0
1961-08-04,253,18,88.0
1961-08-05,170,9,90.0
1961-08-06,147,7,92.0
1961-08-07,83,4,99.0
1961-08-08,223,17,105.0
1961-08-09,80,4,113.0
1961-08-10,200,11,122.0
1961-08-11,297,24,130.0
1961-08-12,133,7,128.0
1961-08-13,43,2,128.0
1961-08-14,127,8,127.0
1961-08-15,147,8,123.0
1961-08-16,90,5,119.0
1961-08-17,107,5,119.0
1961-08-18,100,5,116.0
1961-08-19,163,9,113.0
1961-08-20,120,6,109.0
1961-08-21,103,5,104.0
1961-08-22,37,2,103.0
1961-08-23,47,3,98.0
1961-08-24,87,4,97.0
1961-08-25,177,9,93.0
1961-08-26,197,11,95.0
1961-08-27,140,8,95.0
1961-08-28,107,5,100.0
1961-08-29,187,16,103.0
1961-08-30,347,37,106.0
1961-08-31,320,30,108.0
1961-09-01,320,28,110.0
1961-09-02,210,13,110.0
1961-09-03,193,12,117.0
1961-09-04,107,5,118.0
1961-09-05,200,12,114.0
1961-09-06,87,5,112.0
1961-09-07,67,4,115.0
1961-09-08,67,4,117.0
1961-09-09,143,8,126.0
1961-09-10,140,7,130.0
1961-09-11,193,12,127.0
1961-09-12,220,17,130.0
1961-09-13,140,8,130.0
1961-09-14,303,28,137.0
1961-09-15,123,6,135.0
1961-09-16,157,7,133.0
1961-09-17,167,11,124.0
1961-09-18,127,7,115.0
1961-09-19,47,3,108.0
1961-09-20,177,9,101.0
1961-09-21,40,2,96.0
1961-09-22,110,6,92.0
1961-09-23,47,2,90.0
1961-09-24,327,42,97.0
1961-09-25,330,35,97.0
1961-09-26,257,18,98.0
1961-09-27,297,26,96.0
1961-09-28,80,5,96.0
1961-09-29,123,6,102.0
1961-09-30,233,36,100.0
1961-10-01,427,114,98.0
1961-10-02,110,6,97.0
1961-10-03,103,5,97.0
1961-10-04,127,7,102.0
1961-10-05,70,4,108.0
1961-10-06,107,5,101.0
1961-10-07,117,6,99.0
1961-10-08,110,6,98.0
1961-10-09,57,3,107.0
1961-10-10,43,2,106.0
1961-10-11,197,12,107.0
1961-10-12,260,20,111.0
1961-10-13,207,14,111.0
1961-10-14,120,6,105.0
1961-10-15,53,3,106.0
1961-10-16,10,1,100.0
1961-10-17,20,1,97.0
1961-10-18,53,3,95.0
1961-10-19,113,6,95.0
1961-10-20,183,18,93.0
1961-10-21,150,8,92.0
1961-10-22,107,5,89.0
1961-10-23,103,6,85.0
1961-10-24,100,5,85.0
1961-10-25,143,8,83.0
1961-10-26,317,31,83.0
1961-10-27,323,30,84.0
1961-10-28,480,128,86.0
1961-10-29,273,32,85.0
1961-10-30,120,6,87.0
1961-10-31,87,5,86.0
1961-11-01,107,5,86.0
1961-11-02,83,4,83.0
1961-11-03,90,4,81.0
1961-11-04,73,4,82.0
1961-11-05,263,19,87.0
1961-11-06,210,16,87.0
1961-11-07,360,42,93.0
1961-11-08,263,23,99.0
1961-11-09,200,12,98.0
1961-11-10,90,5,101.0
1961-11-11,53,3,99.0
1961-11-12,237,15,94.0
1961-11-13,73,4,91.0
1961-11-14,187,13,86.0
1961-11-15,20,1,84.0
1961-11-16,43,3,86.0
1961-11-17,210,16,83.0
1961-11-18,390,49,79.0
1961-11-19,160,11,77.0
1961-11-20,207,13,80.0
1961-11-21,133,7,83.0
1961-11-22,50,2,84.0
1961-11-23,27,2,87.0
1961-11-24,50,3,87.0
1961-11-25,90,4,92.0
1961-11-26,100,5,93.0
1961-11-27,77,4,95.0
1961-11-28,50,3,98.0
1961-11-29,57,3,98.0
1961-11-30,37,2,104.0
1961-12-01,347,54,105.0
1961-12-02,440,66,108.0
1961-12-03,397,55,111.0
1961-12-04,183,10,105.0
1961-12-05,177,11,101.0
1961-12-06,217,15,101.0
1961-12-07,117,6,94.0
1961-12-08,23,2,96.0
1961-12-09,67,3,92.0
1961-12-10,120,6,87.0
1961-12-11,223,14,82.0
1961-12-12,87,6,78.0
1961-12-13,70,4,82.0
1961-12-14,80,4,81.0
1961-12-15,127,7,81.0
1961-12-16,73,4,81.0
1961-12-17,70,4,79.0
1961-12-18,37,2,81.0
1961-12-19,17,1,82.0
1961-12-20,60,3,88.0
1961-12-21,57,3,90.0
1961-12-22,110,6,99.0
1961-12-23,190,12,101.0
1961-12-24,183,10,104.0
1961-12-25,27,2,103.0
1961-12-26,77,4,102.0
1961-12-27,167,9,103.0
1961-12-28,247,18,98.0
1961-12-29,203,13,98.0
1961-12-30,243,16,94.0
1961-12-31,137,7,93.0
1962-01-01,100,6,88.3
1962-01-02,167,9,83.7
1962-01-03,33,2,79.0
1962-01-04,13,1,81.0
1962-01-05,13,1,78.0
1962-01-06,60,3,77.0
1962-01-07,53,3,77.0
1962-01-08,67,4,74.0
1962-01-09,123,6,74.0
1962-01-10,403,52,75.0
1962-01-11,207,12,76.0
1962-01-12,87,4,77.0
1962-01-13,97,5,74.0
1962-01-14,153,11,82.0
1962-01-15,183,10,86.0
1962-01-16,203,12,84.0
1962-01-17,83,4,87.0
1962-01-18,43,2,94.0
1962-01-19,227,15,99.0
1962-01-20,83,4,107.0
1962-01-21,143,7,112.0
1962-01-22,17,1,111.0
1962-01-23,13,1,116.0
1962-01-24,17,1,114.0
1962-01-25,93,4,115.0
1962-01-26,163,8,115.0
1962-01-27,187,10,115.0
1962-01-28,60,3,115.0
1962-01-29,130,7,109.0
1962-01-30,150,7,101.0
1962-01-31,20,1,102.0
1962-02-01,20,1,110.0
1962-02-02,83,4,103.0
1962-02-03,80,4,101.0
1962-02-04,247,20,104.0
1962-02-05,127,7,92.0
1962-02-06,97,6,86.0
1962-02-07,263,20,82.0
1962-02-08,63,3,82.0
1962-02-09,103,6,83.0
1962-02-10,50,3,81.0
1962-02-11,187,13,82.0
1962-02-12,260,20,81.0
1962-02-13,220,13,84.0
1962-02-14,223,15,83.0
1962-02-15,197,12,83.0
1962-02-16,343,38,86.0
1962-02-17,210,14,87.0
1962-02-18,110,6,91.0
1962-02-19,57,3,108.0
1962-02-20,63,3,107.0
1962-02-21,130,7,114.0
1962-02-22,207,13,121.0
1962-02-23,173,10,136.0
1962-02-24,170,9,134.0
1962-02-25,143,8,129.0
1962-02-26,233,17,129.0
1962-02-27,230,16,136.0
1962-02-28,50,2,122.0
1962-03-01,133,7,121.0
1962-03-02,147,7,112.0
1962-03-03,130,7,100.0
1962-03-04,127,6,89.0
1962-03-05,220,17,86.0
1962-03-06,320,31,81.0
1962-03-07,150,8,80.0
1962-03-08,40,2,77.0
1962-03-09,30,2,79.0
1962-03-10,207,12,76.0
1962-03-11,200,12,78.0
1962-03-12,243,16,82.0
1962-03-13,130,8,81.0
1962-03-14,90,4,82.0
1962-03-15,170,10,84.0
1962-03-16,83,4,86.0
1962-03-17,83,4,94.0
1962-03-18,147,8,98.0
1962-03-19,220,13,116.0
1962-03-20,210,13,118.0
1962-03-21,237,15,127.0
1962-03-22,70,4,128.0
1962-03-23,77,4,130.0
1962-03-24,130,7,126.0
1962-03-25,167,9,128.0
1962-03-26,73,4,118.0
1962-03-27,77,4,117.0
1962-03-28,77,4,109.0
1962-03-29,130,8,103.0
1962-03-30,47,3,99.0
1962-03-31,90,4,92.0
1962-04-01,180,11,88.0
1962-04-02,143,9,83.0
1962-04-03,213,13,80.0
1962-04-04,200,12,78.0
1962-04-05,117,7,76.0
1962-04-06,297,27,78.0
1962-04-07,430,58,77.0
1962-04-08,320,32,77.0
1962-04-09,193,12,78.0
1962-04-10,317,30,81.0
1962-04-11,280,22,88.0
1962-04-12,163,9,93.0
1962-04-13,93,5,102.0
1962-04-14,50,3,110.0
1962-04-15,160,9,111.0
1962-04-16,133,7,119.0
1962-04-17,153,8,114.0
1962-04-18,200,12,110.0
1962-04-19,117,7,109.0
1962-04-20,167,10,109.0
1962-04-21,250,20,112.0
1962-04-22,330,30,113.0
1962-04-23,200,12,108.0
1962-04-24,87,4,105.0
1962-04-25,180,13,101.0
1962-04-26,190,11,100.0
1962-04-27,147,7,100.0
1962-04-28,163,8,96.0
1962-04-29,127,6,93.0
1962-04-30,97,5,91.0
1962-05-01,143,9,91.0
1962-05-02,180,9,91.0
1962-05-03,137,7,91.0
1962-05-04,33,2,91.0
1962-05-05,63,4,87.0
1962-05-06,267,23,86.0
1962-05-07,140,7,83.0
1962-05-08,110,6,84.0
1962-05-09,43,2,87.0
1962-05-10,113,6,92.5
1962-05-11,157,9,98.0
1962-05-12,63,3,98.0
1962-05-13,207,13,96.0
1962-05-14,237,15,94.0
1962-05-15,220,15,88.0
1962-05-16,150,8,82.0
1962-05-17,63,3,93.0
1962-05-18,43,2,91.0
1962-05-19,173,10,97.0
1962-05-20,100,5,103.0
1962-05-21,47,3,106.0
1962-05-22,57,3,107.3
1962-05-23,43,2,108.7
1962-05-24,33,2,110.0
1962-05-25,23,2,112.0
1962-05-26,77,4,110.0
1962-05-27,213,12,108.0
1962-05-28,130,6,105.0
1962-05-29,120,6,104.0
1962-05-30,53,3,105.0
1962-05-31,257,22,101.5
1962-06-01,173,9,98.0
1962-06-02,97,5,92.0
1962-06-03,90,5,87.0
1962-06-04,220,13,85.0
1962-06-05,173,10,85.0
1962-06-06,180,10,87.0
1962-06-07,160,9,92.0
1962-06-08,60,3,90.0
1962-06-09,287,22,91.0
1962-06-10,233,17,90.0
1962-06-11,120,6,89.0
1962-06-12,153,8,88.0
1962-06-13,97,5,89.0
1962-06-14,153,8,89.0
1962-06-15,197,11,93.0
1962-06-16,107,6,95.0
1962-06-17,30,2,98.0
1962-06-18,40,2,97.0
1962-06-19,93,4,98.0
1962-06-20,80,4,96.0
1962-06-21,183,12,90.0
1962-06-22,180,10,90.0
1962-06-23,233,15,86.0
1962-06-24,140,6,87.0
1962-06-25,127,6,90.0
1962-06-26,137,7,92.0
1962-06-27,270,19,93.0
1962-06-28,250,17,91.0
1962-06-29,230,14,90.8
1962-06-30,213,13,90.7
1962-07-01,180,9,90.5
1962-07-02,153,8,90.3
1962-07-03,157,8,90.2
1962-07-04,253,19,90.0
1962-07-05,243,16,88.0
1962-07-06,207,12,86.0
1962-07-07,150,8,88.0
1962-07-08,197,10,83.0
1962-07-09,120,6,80.0
1962-07-10,150,8,81.0
1962-07-11,183,9,83.0
1962-07-12,150,7,82.0
1962-07-13,187,11,86.0
1962-07-14,170,9,86.0
1962-07-15,113,6,85.0
1962-07-16,57,3,84.0
1962-07-17,37,2,84.0
1962-07-18,83,4,82.0
1962-07-19,183,10,80.0
1962-07-20,237,16,80.0
1962-07-21,213,12,79.0
1962-07-22,143,7,80.0
1962-07-23,157,8,78.0
1962-07-24,200,16,78.0
1962-07-25,203,15,74.0
1962-07-26,373,46,76.0
1962-07-27,307,28,74.0
1962-07-28,257,18,74.0
1962-07-29,170,10,73.0
1962-07-30,103,5,72.0
1962-07-31,153,11,73.0
1962-08-01,347,38,71.0
1962-08-02,187,10,73.0
1962-08-03,197,11,72.0
1962-08-04,140,6,73.0
1962-08-05,153,8,70.0
1962-08-06,263,18,72.0
1962-08-07,273,21,71.0
1962-08-08,333,32,72.0
1962-08-09,263,19,73.0
1962-08-10,183,10,76.0
1962-08-11,40,2,74.0
1962-08-12,70,4,76.0
1962-08-13,90,5,79.0
1962-08-14,170,9,83.0
1962-08-15,270,22,92.0
1962-08-16,247,21,90.0
1962-08-17,293,24,89.0
1962-08-18,277,21,85.0
1962-08-19,247,17,83.0
1962-08-20,97,5,84.0
1962-08-21,120,7,82.0
1962-08-22,317,31,80.0
1962-08-23,257,17,79.0
1962-08-24,277,20,79.0
1962-08-25,220,13,77.0
1962-08-26,153,8,75.0
1962-08-27,97,5,73.0
1962-08-28,93,4,72.0
1962-08-29,230,15,72.0
1962-08-30,217,13,72.0
1962-08-31,277,25,75.0
1962-09-01,320,29,84.0
1962-09-02,343,34,93.0
1962-09-03,383,47,98.0
1962-09-04,350,36,99.0
1962-09-05,240,16,98.0
1962-09-06,277,22,100.0
1962-09-07,217,14,100.0
1962-09-08,207,14,97.0
1962-09-09,190,11,94.0
1962-09-10,167,11,91.0
1962-09-11,153,9,90.0
1962-09-12,387,58,93.0
1962-09-13,280,23,92.0
1962-09-14,187,11,95.0
1962-09-15,227,15,93.0
1962-09-16,177,10,91.0
1962-09-17,153,7,78.0
1962-09-18,103,5,86.0
1962-09-19,353,39,84.0
1962-09-20,187,13,84.0
1962-09-21,210,12,83.0
1962-09-22,280,21,81.0
1962-09-23,200,13,82.0
1962-09-24,113,6,82.0
1962-09-25,127,7,84.0
1962-09-26,313,32,84.0
1962-09-27,170,9,84.0
1962-09-28,157,9,83.0
1962-09-29,250,19,86.0
1962-09-30,217,14,90.0
1962-10-01,380,43,86.0
1962-10-02,283,23,86.0
1962-10-03,197,11,83.0
1962-10-04,183,10,82.0
1962-10-05,170,12,86.0
1962-10-06,223,17,84.0
1962-10-07,187,12,85.0
1962-10-08,337,35,87.0
1962-10-09,333,32,86.0
1962-10-10,283,22,93.0
1962-10-11,300,25,93.0
1962-10-12,157,9,93.0
1962-10-13,183,11,95.0
1962-10-14,330,30,95.0
1962-10-15,180,10,94.0
1962-10-16,250,20,91.0
1962-10-17,133,7,91.0
1962-10-18,217,17,89.0
1962-10-19,273,29,87.0
1962-10-20,187,11,88.0
1962-10-21,223,14,87.0
1962-10-22,287,22,85.0
1962-10-23,290,23,84.0
1962-10-24,307,27,89.0
1962-10-25,350,34,87.0
1962-10-26,343,33,87.0
1962-10-27,313,29,86.0
1962-10-28,260,18,82.0
1962-10-29,217,12,80.0
1962-10-30,233,14,82.0
1962-10-31,180,9,81.0
1962-11-01,163,8,80.0
1962-11-02,223,15,80.0
1962-11-03,230,14,80.0
1962-11-04,260,19,82.0
1962-11-05,113,6,82.0
1962-11-06,283,24,83.0
1962-11-07,203,15,84.0
